Author,Content,Date,Linked Messages,Message ID,ThreadTitle,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at,Sentiment
Jorms_McGander,"Oh boy. I respect your bravery and I think drowning is a very difficult way to die. So, if you're determined you'll want to make it as hard as possible to save yourself.

Swimming too far to swim back would be the thing.

I've read that the initial phases of drowning are quite painful.

Interestingly, you have brainstem instincts which will activate and your unconscious self will try to survive by ""climbing"" and a few minor head/face adjustements.

I've also read that hypoxia will induce euphoria toward the end of drowning. This one would be the hardest to back up with anything solid, so take with a grain of salt.

May you find peace","May 23, 2024 at 8:36 PM",,2534031,I think I'll go with drowning,,,,,,,,721,1,2024-10-05T03:44:09.700561Z,715,105.794,"{""choices"":[""method"",""suicide supportive""]}",2024-10-05T03:44:09.700561Z,4
idk3,"I think the best way to drown is to drink a lot of alcohol with sedatives and pass out in a warm bath or hot tub. This actually happens a lot by accident.

This piece mentions the warm water temperature as a factor as well:
Cranberries singer Dolores O'Riordan drowned in bath while drunk
The Cranberries frontwoman Dolores O'Riordan drowned in a London hotel room bath after drinking alcohol, an inquest heard.
www.scotsman.com
Coroner says Whitney Houston accidentally drowned in bathtub
Coroner says Whitney Houston accidentally drowned in bathtub
www.latimes.com","May 23, 2024 at 8:52 PM",,2534042,I think I'll go with drowning,,,, ,,,,722,1,2024-10-05T03:44:16.519247Z,716,6.145,method,2024-10-05T03:44:16.519247Z,5
locked*n*loaded,"I wish you the best and hope it works out for you the way you desire and need it to. I think it's a fairly hard way in that it takes a lot of balls. I give you a lot of credit. If you go through with it, I hope it's quick and as painless as can be, and I hope you reach the peace you so much deserve.","May 23, 2024 at 9:29 PM",,2534076,I think I'll go with drowning,,,,,,,,723,1,2024-10-05T03:44:24.605867Z,717,7.489,suicide supportive,2024-10-05T03:44:24.605867Z,5
FuneralCry,"I hope that you find freedom from your suffering, best wishes.","May 24, 2024 at 8:16 AM",,2534479,I think I'll go with drowning,,,,,,,,724,1,2024-10-05T03:44:38.946216Z,718,13.689,suicide supportive,2024-10-05T03:44:38.946216Z,5
iloverachel,"Sounds truly awful what you are going through I am sorry

Best of luck I hope you find peace","May 24, 2024 at 8:30 AM",,2534485,I think I'll go with drowning,,,,,,,,725,1,2024-10-05T03:44:48.015721Z,719,8.277,supportive,2024-10-05T03:44:48.015721Z,5
bluebird16,My method as well. Will go through with it after my parents die. Or earlier.,"May 24, 2024 at 9:00 AM",,2534501,I think I'll go with drowning,,,,,,,,726,1,2024-10-05T03:45:10.974504Z,720,22.256,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""medium risk""]}",2024-10-05T03:45:10.974504Z,2
22yrsandnowshesgone,"So ive been creeping around reading posts here for a bit , most people would not look at me and think that id be suicidal , I am not socially awkward, i have been married for 22 years to a beautiful woman , have 2 daughters. I use to think suicide was selfish , as friends had taken the plunge. I always sympathized yet , was always the type to say "" real man just deals with it"" I WAS HORRIBLY WRONG. i am currently getting a divorce , for 2 years had problems with wife, now its all over . People think im a tough guy, i intimidate people and have throughout my life been able to exert my will upon my surroundings. I say all this because , here now I can see there are some things that are just too hard . cause too much pain . Anyway buddy , you sound young. there maybe something out there for you. Rarely when people feel they have fucked up so bad or are fucked up so bad is it completely true. while i share your feelings , and am thinking the same as you. I just want you to really be sure , you are not as bad as you think . I do think it is a tragedy to let go as life is short already . Yet again i am wanting to CTB myself. I can still recognize the Beauty the world has to offer. the minute details and rich exquisitness to everything , the simplest thing. I read the posts here , i feel the way i do , yet i feel baad for so many of you . I am 43, i have a daughter that is 18. so,so much can change . so much can happen so quick when your young. I do not know you , nor do i make or want to make the moral argument , i just want to help man . im new to forums etc. but if u want to talk. send me a msg , ill figure out how to see someone did msg . Maybe just wait a bit . Again i am not judging . I understand deeply , the feeling, or not feeling disconnect. But your pain , life and yes even death is tragic friend . feel free to tell me to go fuck myself if u wish too.","Jun 9, 2024 at 10:34 AM",,2554311,I think I'll go with drowning,,,,,,,,727,1,2024-10-05T03:49:46.823128Z,721,275.192,"{""choices"":[""1 wish to be death?"",""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""medium risk""]}",2024-10-05T03:49:46.823128Z,2
hendrix1989,"Would taking a lot of olanzapine act as a sedative, enough to help you drown?","Jul 17, 2024 at 8:31 AM",,2599338,I think I'll go with drowning,,,,,,,,728,1,2024-10-05T03:49:55.465213Z,722,7.96,method,2024-10-05T03:49:55.465213Z,5
sugarb,"I've read a few studies on the subject- autistic suicide is extremely common, as is suicide by depressed people for obvious reasons- but I'll be interested to see what the results are.","Jul 16, 2024 at 3:27 PM",,2598630,Neurodivergence poll,,,,,,,,729,1,2024-10-05T03:50:17.142491Z,723,20.967,no enough information,2024-10-05T03:50:17.142491Z,5
sserafim,"ADHD, autism level 1, social anxiety. I actually disagree with my autism diagnosis but it got diagnosed once and then confirmed by another psychologist so…yeah lol. I'm probably just schizoid though tbh","Jul 16, 2024 at 3:31 PM",,2598637,Neurodivergence poll,,,,,,,,730,1,2024-10-05T03:50:28.153298Z,724,10.34,no enough information,2024-10-05T03:50:28.153298Z,5
sugarb,Accidentally added anxiety twice. Woops… Just vote for it twice I guess,"Jul 16, 2024 at 3:32 PM",,2598641,Neurodivergence poll,,,,,,,,731,1,2024-10-05T03:50:32.181727Z,725,3.246,no enough information,2024-10-05T03:50:32.181727Z,5
aslank98,"ADHD, Autism, Depression and I voted for anxiety twice because I'm very anxious lol","Jul 16, 2024 at 3:33 PM",,2598643,Neurodivergence poll,,,,,,,,732,1,2024-10-05T03:50:35.994908Z,726,3.046,no enough information,2024-10-05T03:50:35.994908Z,5
Hotsackage,Lets just say beyond medical standards,"Jul 16, 2024 at 3:34 PM",,2598646,Neurodivergence poll,,,,,,,,733,1,2024-10-05T03:50:39.041083Z,727,2.383,no enough information,2024-10-05T03:50:39.041083Z,5
LaVieEnRose,Neurodivergence is a distinct concept from personality disorders or mental illness in general. So not all of those are really neurodivergence even if they're also mental abnormalities.,"Jul 16, 2024 at 4:05 PM",,2598683,Neurodivergence poll,,,,,,,,734,1,2024-10-05T03:50:45.730136Z,728,06.01,no enough information,2024-10-05T03:50:45.730136Z,5
Kavka,"The correlation between autism (or elevated autistic traits) and suicide is just shocking. I really don't understand why this gets so little attention, especially in comparison to other conditions that have far less impact on quality-adjusted life years. I guess it's just too invisible and NT people have a hard time to imagine what it's like because of the double empathy problem.","Jul 16, 2024 at 4:24 PM",,2598716,Neurodivergence poll,,,,,,,,735,1,2024-10-05T03:51:47.993907Z,729,61.531,no enough information,2024-10-05T03:51:47.993907Z,5
Dark Moon,"Autism/Asperger Syndrome and depression, I might possibly have ADHD but I never got diagnosed for that.","Jul 16, 2024 at 5:39 PM",,2598789,Neurodivergence poll,,,,,,,,736,1,2024-10-05T03:51:55.075296Z,730,6.426,no enough information,2024-10-05T03:51:55.075354Z,5
LunarLight,"ADHD, autism, anxiety, depression, BPD, eating disorder and gender dysphoria for me.","Jul 16, 2024 at 5:42 PM",,2598793,Neurodivergence poll,,,,,,,,737,1,2024-10-05T03:51:58.153082Z,731,2.368,no enough information,2024-10-05T03:51:58.153082Z,5
sugarb,"Noted. probably should've titled it ""Neurodivergence/mental illness poll""","Jul 16, 2024 at 6:31 PM",2598683,2598817,Neurodivergence poll,,,,,,,,738,1,2024-10-05T03:52:01.126566Z,732,2.275,no enough information,2024-10-05T03:52:01.126566Z,5
failure383,You forgot psychosis/schizophrenia,"Jul 16, 2024 at 6:34 PM",,2598820,Neurodivergence poll,,,,,,,,739,1,2024-10-05T03:52:03.886523Z,733,2.112,no enough information,2024-10-05T03:52:03.886523Z,5
WhiteRabbit,"I have situational depression around being sick and in pain. Before this, I guess I was just normal. A normie if you will.","Jul 16, 2024 at 6:39 PM",,2598825,Neurodivergence poll,,,,,,,,740,1,2024-10-05T03:52:08.287014Z,734,3.721,no enough information,2024-10-05T03:52:08.287014Z,5
sserafim,Idk why they changed Asperger's to autism level 1 and lumped it in with the autism spectrum (in America),"Jul 16, 2024 at 6:44 PM",2598789,2598827,Neurodivergence poll,,,,,,,,741,1,2024-10-05T03:52:11.781419Z,735,2.818,no enough information,2024-10-05T03:52:11.781419Z,5
sugarb,"There're incredibly disturbing statistics on this.

Suicide - Autism research | Autistica | Autistica
Autistica is funding research to understand suicidality in autism
www.autistica.org.uk

Seeing as there are over 5 million diagnosed adult autistics (probably a lot more undiagnosed) in the US, the issue isn't that it's a rare disorder. I imagine it's a mixture of the double empathy problem (as you said) and many people finding autistics offputting or disgusting. There's a lot of subtly anti-autistic stuff out there if you look; stereotypes, ridicule of certain subcultures, etc.","Jul 16, 2024 at 7:08 PM",2598716,2598844,Neurodivergence poll,,,,,,,,742,1,2024-10-05T03:53:22.533469Z,736,70.031,no enough information,2024-10-05T03:53:22.533469Z,5
justwannadip,"You should do one but add OCD, schizophrenia (or just psychotic disorders) and body dysmorphia. I'd be interested in seeing that. Also ptsd or cptsd could be added as well.","Jul 16, 2024 at 7:13 PM",,2598847,Neurodivergence poll,,,,,,,,743,1,2024-10-05T03:53:27.657623Z,737,4.325,no enough information,2024-10-05T03:53:27.657623Z,5
sugarb,Will do,"Jul 16, 2024 at 7:34 PM",2598847,2598862,Neurodivergence poll,,,,,,,,744,1,2024-10-05T03:53:30.714879Z,738,2.296,no enough information,2024-10-05T03:53:30.714879Z,5
glossble,"ADHD, BPD, depression, anxiety, eating disorder + OCD. I can pretty much handle the rest, but BPD, which is untreatable. I can't take the amount of pain my BPD causes me. I'm simply not made for this world I guess (｡•́︿•̀｡)","Jul 16, 2024 at 7:35 PM",,2598865,Neurodivergence poll,,,,,,,,745,1,2024-10-05T03:53:35.649661Z,739,4.107,no enough information,2024-10-05T03:53:35.649661Z,5
justwannadip,"Literally same. OCD on its own is one of the most agonizing and debilitating disorders on its own, but bpd just makes it impossible. Its awful. I have the same diagnoses as you just replace eating disorder with body dysmorphia and add tourettes.","Jul 16, 2024 at 7:42 PM",2598865,2598869,Neurodivergence poll,,,,,,,,746,1,2024-10-05T03:53:41.375055Z,740,4.978,no enough information,2024-10-05T03:53:41.375055Z,5
glossble,"OCD + BPD is a hellish combo. It doesn't help that one of the symptoms of BPD is paranoia/suspicious thoughts, which makes OCD much worse
I'm sorry you're going through this too, sending you virtual hugs ♡","Jul 16, 2024 at 7:51 PM",2598869,2598876,Neurodivergence poll,,,,,,,,747,1,2024-10-05T03:53:48.667059Z,741,6.602,supportive,2024-10-05T03:53:48.667059Z,5
LaVieEnRose,In absolute numbers it's not that rare (and pretty common as far as life-ruining conditions go) but percentage-wise it is still very much a tiny minority. The autistic way of being is also just so completely alien.,"Jul 16, 2024 at 8:47 PM",2598844,2598917,Neurodivergence poll,,,,,,,,748,1,2024-10-05T03:53:54.369488Z,742,5.018,no enough information,2024-10-05T03:53:54.369488Z,5
Lost in a Dream,"ADHD and Bipolar definitely, but autism maybe. I don't have a formal diagnosis for either, but I know that I've always been a defective mess my whole life. I'm tired of dealing with this crap.","Jul 16, 2024 at 8:50 PM",,2598919,Neurodivergence poll,,,,,,,,749,1,2024-10-05T03:53:58.916848Z,743,3.91,no enough information,2024-10-05T03:53:58.916848Z,5
sugarb,"Draft of poll #2:

Neurodivergence/mental illness poll v2

OCD
Schizophrenia
Body dysmorphia
Gender dysphoria
PTSD
CPTSD
NPD
ADHD
BPD
Autism
Tourettes
Anxiety
Social Anxiety
Agoraphobia
Depression
Eating disorder
Bipolar
Other
None


Look good?","Jul 16, 2024 at 10:27 PM",,2598981,Neurodivergence poll,,,,,,,,750,1,2024-10-05T03:54:05.672885Z,744,6.109,no enough information,2024-10-05T03:54:05.672885Z,5
Dark Moon,I think it's because they're very similar and health professionals didn't want to distinguish the two from each other.,"Jul 17, 2024 at 1:55 AM",2598827,2599126,Neurodivergence poll,,,,,,,,751,1,2024-10-05T03:54:09.459854Z,745,3.17,no enough information,2024-10-05T03:54:09.459854Z,5
heavyeyes,Social anxiety and agoraphobia?,"Jul 17, 2024 at 2:00 AM",2598981,2599128,Neurodivergence poll,,,,,,,,752,1,2024-10-05T03:54:11.831617Z,746,1.679,no enough information,2024-10-05T03:54:11.831617Z,5
sugarb,Added,"Jul 17, 2024 at 2:34 AM",2599128,2599150,Neurodivergence poll,,,,,,,,753,1,2024-10-05T03:54:14.427296Z,747,1.904,no enough information,2024-10-05T03:54:14.427296Z,5
Unspoken7612,"Not all neurodivergences are personality disorders or mental illnesses, but all personality disorders and mental illnesses are neurodivergence.","Jul 17, 2024 at 7:16 AM",2598683,2599286,Neurodivergence poll,,,,,,,,754,1,2024-10-05T03:54:17.762619Z,748,2.627,no enough information,2024-10-05T03:54:17.762619Z,5
ijustwishtodie,"Autism and social anxiety.
In addition to this, I think that another reason why autism has so little attention is because of how everybody in society believes that the only type of autistic person to exist are the ones who are hyper genius savant with the social awkwardness. That probably makes them think that autism isn't as bad as it actually is.

Alternatively, I thought of another reason in mind. This reason being that, if they were to focus on autistic people killing themselves, people would recognise some dark truths about society. Most autistic people show as to why society is wrong and also how the system is shitty. Normies need to keep their delusions in check to continue wage slaving but seeing autistic people kill themselves over the system being shitty would shatter their delusions","Jul 17, 2024 at 8:00 AM",2598716,2599320,Neurodivergence poll,,,,,,,,755,1,2024-10-05T03:54:59.809691Z,749,41.4,no enough information,2024-10-05T03:54:59.809691Z,5
sugarb,"On that second point-

Most people don't want to admit they'd sneer at a weird, lower-functioning autistic kid stimming in the back of the class. You see it all the time in schools- shared glances, snickers, etc.

The US is (thankfully) at a point culturally where outright saying ""you're a genetic defect"" to the disabled and neurodivergent is generally frowned upon, but you can still say ""you're a weirdo"" just fine.

I'm honestly not sure how many NTs would care if every ND suddenly dropped off the face of the earth.","Jul 17, 2024 at 8:14 AM",2599320,2599327,Neurodivergence poll,,,,,,,,756,1,2024-10-05T03:55:07.255825Z,750,6.792,no enough information,2024-10-05T03:55:07.255825Z,5
Silent_cries,"So yeah... I took so long to figure out how to get the blood choke that I ended up being found and ""rescued"". Sorry I couldn't tell you sooner, was put on suicide watch and stuff so I wasn't able to come online.

I have a plan b though but can't go in much detail unfortunately, but I'll let you know once that day is there.

Thank you for your support though, it means a lot! <3","Jul 17, 2024 at 4:23 AM",,2599209,I survived,,,,,,,,757,1,2024-10-05T03:55:40.649299Z,751,24.139,"{""choices"":[""2 thoughts about killing yourself?"",""done, started or prepared to do anything to end your life?"",""high risk""]}",2024-10-05T03:55:40.649299Z,3
Praestat_Mori,Welcome back and good luck with whatever you decide to do.,"Jul 17, 2024 at 4:29 AM",,2599210,I survived,,,,,,,,758,1,2024-10-05T03:55:48.219006Z,752,6.882,supportive,2024-10-05T03:55:48.219006Z,5
Silent_cries,"Thank you, hope it succeds this time. I really want to be out of here.","Jul 17, 2024 at 4:34 AM",,2599213,I survived,,,,,,,,759,1,2024-10-05T03:55:53.168365Z,753,4.303,suicide supportive,2024-10-05T03:55:53.168365Z,5
snowflake1230,how did u blood choke urself can u explain how to do it,"Jul 17, 2024 at 4:56 AM",,2599225,I survived,,,,,,,,760,1,2024-10-05T03:56:00.311653Z,754,6.485,no enough information,2024-10-05T03:56:00.312653Z,5
Silent_cries,"Sadly no, I failed, remember? Have gotten it before by tying a training thights to a sink with a slipknot and then
leaning in a kneeling position, that's all I can say. Gl though and be careful <3","Jul 17, 2024 at 8:00 AM",,2599321,I survived,,,,,,,,761,1,2024-10-05T03:56:31.829072Z,755,30.853,"{""choices"":[""done, started or prepared to do anything to end your life?"",""medium risk"",""method""]}",2024-10-05T03:56:31.829072Z,2
wyo777,"We have just landed at Lima so i can say we are safe now and i can share begining of the story that must end over here. I have found a partner here on SaSu for this trip and for all what is associated with that. We found ourselves more then month ago and started planing. The last 5 days was crazy. He has made first step and we meet at my place in UK. We spent 4 days together to be sure what we are doing. This morning im sitting in hotel in Lima, after nearly 24 hours journey we are here. That is still so unrealistic to me that is like a dream. Ok....first thoughts after first walk in Miraflores, totally not here!!! I will try tomorrow to speak with some local guys but it looks in here it will be impossible to get it. Prices...whoever was saying it is cheap over here must be out of his mind! It is more expensive then in UK. I am aware that we are in area where is expensive but still it is too much expensive. We have booked our hotel till monday to find out what next....and there is a point where i need a help from someone who is Peruwian, who been here and bought it, who got contacts! At this moment over here there is no chance even to find local agrovet shops. We really can pay fair good money for anyone who will help us with 8 bottles.... There is no way back for us so please consider this post as really serious.","Jul 11, 2024 at 11:50 AM",,2592808,Peru Lima Do not ignore please,,,,,,,,762,1,2024-10-05T03:58:11.215435Z,756,103.482,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T03:59:31.939102Z,3
rozeske,Oh wow!! I don't have anything to contribute but good luck over there! Take care of yourselves.,"Jul 11, 2024 at 12:08 PM",,2592825,Peru Lima Do not ignore please,,,,,,,,763,1,2024-10-05T03:58:25.298304Z,757,13.455,supportive,2024-10-05T03:58:25.298304Z,5
sadfemboy:(,@TheLastBoyOnEarth might u be able to help this person?,"Jul 11, 2024 at 12:14 PM",,2592829,Peru Lima Do not ignore please,,,,,,,,764,1,2024-10-05T03:58:29.389408Z,758,3.444,no enough information,2024-10-05T03:58:29.389408Z,5
wyo777,"Day 3 nothing, we are flying to Cusco at monday. Im starting to be really stressed it is much more difficult as i thought. At this point i do not recomend to fly over here. I will be updating about progress. Still got hope someone from Peru will help us with that.","Jul 13, 2024 at 11:23 AM",,2594958,Peru Lima Do not ignore please,,,,,,,,765,1,2024-10-05T03:58:44.480827Z,759,14.34,no enough information,2024-10-05T03:58:44.480827Z,5
KillingPain267,"Sounds discouraging, but thank you for doing this report.","Jul 13, 2024 at 11:34 AM",,2594965,Peru Lima Do not ignore please,,,,,,,,766,1,2024-10-05T03:58:55.282194Z,760,10.161,supportive,2024-10-05T03:58:55.282194Z,5
wyo777,Ownestly i thought that money will resolbe script issue but it looks people over here are very afraid of any type of this activieties.,"Jul 13, 2024 at 11:39 AM",,2594966,Peru Lima Do not ignore please,,,,,,,,767,1,2024-10-05T03:59:14.923550Z,761,18.944,no enough information,2024-10-05T03:59:14.923550Z,5
wyo777,"Like i promised im updating. 4th day in Lima...SUCCES!!!!!! Yes we found it, thanks to the source from here. I think this person is not with us anymore.Ok, so that is how it will go, im not gonna share the source because it is against siye policy. Please do not ask me. I choosed one person from here who already got a source and i confirmed with him that source is still active and legit. If i will not be here anymore, this person maybe will share this source with whoever He will chose. Right now i will be enjoing rest of my days in Peru. This country is beautiful!!!!! It shouts Don't do that!!!! But i know what im doing and why. I feel much more relaxed with knowledge that from now on it is only to choose a proper place and time. Dreams comes truth.","Jul 15, 2024 at 1:47 PM",,2597349,Peru Lima Do not ignore please,,,,,,,,768,1,2024-10-05T04:00:00.144136Z,762,24.011,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk""]}",2024-10-05T04:00:00.144136Z,3
ToMoveOn,"If I may ask, do you intend to ctb in Peru or go back to your home country with it?

Oh, and congratulations. I'm sincerely happy for you.","Jul 15, 2024 at 2:26 PM",2597349,2597395,Peru Lima Do not ignore please,,,,,,,,769,1,2024-10-05T04:00:08.498943Z,763,7.575,suicide supportive,2024-10-05T04:00:08.498943Z,5
wyo777,Can i ask why U asking?,"Jul 15, 2024 at 2:28 PM",,2597397,Peru Lima Do not ignore please,,,,,,,,770,1,2024-10-05T04:00:11.833943Z,764,2.793,no enough information,2024-10-05T04:00:11.833943Z,5
ToMoveOn,"It's just that if it were me, I would be nervous about trying to bring it back home without getting caught. You don't have to answer, though. Nevermind.","Jul 15, 2024 at 2:39 PM",2597397,2597413,Peru Lima Do not ignore please,,,,,,,,771,1,2024-10-05T04:02:06.737646Z,765,114.201,no enough information,2024-10-05T04:02:06.737646Z,5
Traveller12724,"I am really happy for you guys, you found the holy grail, absolutely amazing, may you guys find the peace you seek, save a seat for me I won't be too far behind, only 12 days to go now.","Jul 15, 2024 at 2:46 PM",,2597425,Peru Lima Do not ignore please,,,,,,,,772,1,2024-10-05T04:02:13.622722Z,766,6.191,suicide supportive,2024-10-05T04:02:13.622722Z,5
wyo777,More like here but totally different part of this country.,"Jul 15, 2024 at 5:13 PM",2597413,2597578,Peru Lima Do not ignore please,,,,,,,,773,1,2024-10-05T04:02:20.504430Z,767,6.226,no enough information,2024-10-05T04:02:20.504430Z,5
chopan,"Congratulations for finding the grail.

How many bottles did you take?","Jul 15, 2024 at 9:15 PM",,2597831,Peru Lima Do not ignore please,,,,,,,,774,1,2024-10-05T04:02:24.579485Z,768,3.421,suicide supportive,2024-10-05T04:02:24.579485Z,5
wyo777,"Well, we took 4 for each, but now im thinking to increase it to 5.","Jul 15, 2024 at 10:19 PM",,2597876,Peru Lima Do not ignore please,,,,,,,,775,1,2024-10-05T04:05:15.046372Z,769,169.787,no enough information,2024-10-05T04:05:15.046372Z,5
chopan,"I thought 2 was enough, where did you get you need 4? that would be 800ml, right?","Jul 15, 2024 at 10:42 PM",2597876,2597893,Peru Lima Do not ignore please,,,,,,,,776,1,2024-10-05T04:05:20.188130Z,770,4.451,method,2024-10-05T04:05:20.188130Z,5
davidtorez,Peruvian pentobarbital bottles are usually 50ml each unlike the ones found in Mexico which are 100ml each bottle,"Jul 15, 2024 at 10:48 PM",2597893,2597897,Peru Lima Do not ignore please,,,,,,,,777,1,2024-10-05T04:05:25.352918Z,771,4.444,method,2024-10-05T04:05:25.352918Z,5
Nobody Special,nice pfp,"Jul 15, 2024 at 10:50 PM",2597897,2597899,Peru Lima Do not ignore please,,,,,,,,778,1,2024-10-05T04:05:44.946837Z,772,18.898,no enough information,2024-10-05T04:05:44.946837Z,5
davidtorez,Happy for you! I know the relief you must feel ! Good luck with your journey to ctb. Peace and love,"Jul 15, 2024 at 10:50 PM",2597349,2597900,Peru Lima Do not ignore please,,,,,,,,779,1,2024-10-05T04:05:51.606313Z,773,5.994,suicide supportive,2024-10-05T04:05:51.606313Z,5
chopan,"Ah, I didn't know that.

If bottles have serial numbers, try to scratch them so they can not track down who you bought them from.","Jul 15, 2024 at 10:52 PM",2597897,2597903,Peru Lima Do not ignore please,,,,2597876,,,,780,1,2024-10-05T04:06:04.473487Z,774,12.162,method,2024-10-05T04:06:04.473487Z,5
rozeske,I'm happy for you finding the best there is. Wishing you the best coming days. I hope everything works out for you the way you want it.,"Jul 15, 2024 at 11:53 PM",,2597944,Peru Lima Do not ignore please,,,,,,,,781,1,2024-10-05T04:07:33.783172Z,775,88.625,suicide supportive,2024-10-05T04:07:33.783172Z,5
wyo777,"Thank you, really aapreciate this.
It depends how many g of PS it got, 50 ml contains 3.25 g x 4 it gives you 13 g in 4 bottles, PPH says 10 g is lethal but in their book it is related to older, sick people. It also depends from weight. I will be taking 5 to be sure ( 16.5g) I believe in Holland the dose was increased to 15g.","Jul 16, 2024 at 2:09 PM",2597944,2598543,Peru Lima Do not ignore please,,,,2597893,,,,782,1,2024-10-05T04:07:44.293236Z,776,9.815,method,2024-10-05T04:07:44.293236Z,5
lilac-moonbeam,Happy for you being able to find a source after all. Best wishes and good luck on your journey <3,"Jul 16, 2024 at 11:37 PM",,2599040,Peru Lima Do not ignore please,,,,,,,,783,1,2024-10-05T04:07:47.913524Z,777,2.991,suicide supportive,2024-10-05T04:07:47.913524Z,5
catnowmeowmeow,Good luck! I'm jealous,"Jul 17, 2024 at 2:25 AM",,2599140,Peru Lima Do not ignore please,,,,,,,,784,1,2024-10-05T04:07:53.739035Z,778,5.029,no enough information,2024-10-05T04:07:53.739035Z,5
catnowmeowmeow,I would like to do this! Anyone want to go on a trip together,"Jul 17, 2024 at 7:56 AM",,2599317,Peru Lima Do not ignore please,,,,,,,,785,1,2024-10-05T04:08:02.551920Z,779,8.118,no enough information,2024-10-05T04:08:02.551920Z,5
Pierrot le Fou,"Caution! wyo777 is a lying cheater! You could also find out if you read carefully what he writes. Don't buy this shit! I'm actually in Peru, this drug is not available anywhere, as it is prohibited!","Jul 23, 2024 at 9:06 PM",,2607298,Peru Lima Do not ignore please,,,,,,,,786,1,2024-10-05T04:08:26.525755Z,780,23.323,method,2024-10-05T04:08:26.525755Z,5
rozeske,"I have never caught op on a lie or cheat nor did I see anything suspicious about them in their posts, you on the other hand, i can't say the same, I don't exactly remember but your post history isn't so good. If you have concrete evidence you should contact a mod but am guessing you don't....","Jul 24, 2024 at 12:48 AM",2607298,2607410,Peru Lima Do not ignore please,,,,,,,,787,1,2024-10-05T04:08:43.475549Z,781,16.286,no enough information,2024-10-05T04:08:43.475549Z,5
RABITIA,"He was online today, looks like he didn't do it after all.","Jul 24, 2024 at 1:23 AM",2607298,2607428,Peru Lima Do not ignore please,,,,,,,,788,1,2024-10-05T04:08:53.273571Z,782,9.069,no enough information,2024-10-05T04:08:53.273571Z,5
Esokabat,"First of all, I don't trust you as you are writing nonsense. Halatal is not prohibited as it is still the main medication used by vets to put pets into sleep during surgery or put pets into permanent sleep. So no, it is not prohibited. It is sold under prescription and you knew that when you went there. In order to find it without prescription, you have to visit different neighborhoods, smaller towns. You have not provided any specifics on which Lima neighboorhoods and other small towns you visited. So you want help but you don't offer any specific information. I don't trust you.
Next, you come to this forum asking for sources, but you have hardly any post history. You have not participated in discussions, you have not proven genuine intent, you have not engaged in any topics and your post history, your engagement with the forum, with other users, is almost non-existent. You also have not offered any specifics about yourself or the places you tried in Peru.
I personally would also not give you sources.
N is still available in Peru, but you are not going to get sources by calling other people cheating lyers here.
Many people who went to Peru visited small towns in the Amazon and other smaller towns to achieve their objectives. Which part of Peru have you visited so far. You are not sharing any information, you have no post and engagement history, you are sharing incorrect info, and you expect people to share with you sources and put those sources into danger (real danger, we are talking jail).
Calm down and share where did you go in Peru so far. You said ""everywhere"" in one post which is clearly a lie. So if you give incorrect info, and outright lies, please don't be surprised when people don't give you sources. You have not proven yourself and your post history is suspicious. Plus you are not acting as a stable person with whom I would want to share sensitive information.
I agree","Jul 24, 2024 at 9:40 AM",2607298,2607795,Peru Lima Do not ignore please,,,,2607410,,,,789,1,2024-10-05T04:09:30.324662Z,783,36.41,method,2024-10-05T04:09:30.324662Z,5
wyo777,"Im even online now, this is my private decision when i will do it and got nothing to do with you. If u will read my post before carefuly u will know i said clearly i will give a source to only one person. We do not want to put anyone into risk and danger but we also will try to keep source alive for next person. I spoke with the person who got source and we both agree that Mr Pierrot is not trustable, also he pushed so much that clearly he is very unstable. I really was considering to help him but i can not put source at such a risk!!!!! I feel sorry for him because 2 weeks ago i was also looking and nearly lost hope, but still it is not a reason to call people liars and to try to force from them informations. If Mr Pierrot will reconsider his behaviour and will be still unable to find it i can even consider to meet with him because im still in Peru. As far online im not finding him as someone trustable.","Jul 24, 2024 at 12:38 PM",2607428,2607942,Peru Lima Do not ignore please,,,,,,,,790,1,2024-10-05T04:10:58.134311Z,784,87.146,"{""choices"":[""2 thoughts about killing yourself?"",""started to work or did you intent to carry out this plan?"",""done, started or prepared to do anything to end your life?"",""high risk""]}",2024-10-05T04:10:58.134311Z,3
justanotherdaynow,"I would like to
When did it become prohibited?
Would you be willing to share your source with anyone else or give hints?","Jul 26, 2024 at 12:00 PM",2599317,2609885,Peru Lima Do not ignore please,,,,2607298,2607942,,,791,1,2024-10-05T04:11:07.391328Z,785,8.598,method,2024-10-05T04:11:07.391328Z,5
